CD,STATION,ICAO,IATA,SYNOP,LATdeg,LATmin,LONdeg,LONmin,ELEV,M,N,V,U,A,C,PRIORITY,COUNTRY CODE,LAT,LON
UT,PRICE,KPUC,PUC,72470,39,37N,110,45W,1777,X,,,,A,,7.0,US,39.61666666666667,-110.75
UT,PROVO MUNI,KPVU,PVU,,40,13N,111,43W,1370,X,,T,,W,,6.0,US,40.21666666666667,-111.71666666666667
UT,ROOSEVELT,K74V,,,40,17N,110,03W,1567,X,,,,,,7.0,US,40.28333333333333,-110.05
UT,ROOSEVELT,KU67,,74420,40,17N,109,58W,1556,X,,,,,,7.0,US,40.28333333333333,-109.96666666666667
UT,SAINT GEORGE,KDXZ,,,37,05N,113,36W,896,X,,T,,,,8.0,US,37.083333333333336,-113.6
UT,SAINT GEORGE,KSGU,SGU,,37,02N,113,31W,877,X,,T,,W,,6.0,US,37.03333333333333,-113.51666666666667
UT,SALT LAKE CITY,KSLC,SLC,72572,40,46N,111,58W,1286,X,,U,X,A,F,0.0,US,40.766666666666666,-111.96666666666667
UT,SALT LAKE MUNI,KU42,,,40,37N,111,59W,1399,X,,,,,,8.0,US,40.61666666666667,-111.98333333333333
UT,SPANISH FORK,KSPK,,,40,09N,111,40W,1381,X,,,,,,7.0,US,40.15,-111.66666666666667
UT,TOOELE,KT62,,,40,19N,112,17W,1628,X,,,,,,7.0,US,40.31666666666667,-112.28333333333333
UT,TOOELE,KTVY,,,40,37N,112,21W,1310,X,,,,,,7.0,US,40.61666666666667,-112.35
UT,VERNAL,KVEL,VEL,,40,27N,109,31W,1604,X,,T,,A,,6.0,US,40.45,-109.51666666666667
UT,WENDOVER (AUT),KENV,ENV,72581,40,43N,114,01W,1291,X,,T,,,,4.0,US,40.71666666666667,-114.01666666666667
VA,ABINGDON,KVJI,VJI,,36,41N,082,02W,636,X,,,,,,7.0,US,36.68333333333333,-82.03333333333333
VA,BLACKSBURG/VA T.,KBCB,BCB,,37,13N,080,25W,642,X,,T,,,,7.0,US,37.21666666666667,-80.41666666666667
VA,BLACKSTONE/FORT,KBKT,BKT,,37,04N,077,57W,134,X,,,,,,7.0,US,37.06666666666667,-77.95
VA,BRIDGEWATER,KVBW,,,38,22N,078,58W,362,X,,,,,,8.0,US,38.36666666666667,-78.96666666666667
VA,BROOKNEAL,K0V4,,,37,09N,079,01W,186,X,,,,,,7.0,US,37.15,-79.01666666666667
VA,BUMPASS,K7W4,,,37,58N,077,45W,115,X,,,,,,7.0,US,37.96666666666667,-77.75
VA,CHARLOTTESVILLE,KCHO,CHO,,38,08N,078,27W,193,X,,T,,A,,6.0,US,38.13333333333333,-78.45
VA,CHASE CITY,KCXE,,,36,47N,078,30W,154,X,,,,,,8.0,US,36.78333333333333,-78.5
VA,CHESAPEAKE,KCPK,,,36,40N,076,19W,4,X,,,,W,,7.0,US,36.666666666666664,-76.31666666666666
VA,CLARKSVILLE,KW63,,,36,36N,078,33W,126,X,,,,,,7.0,US,36.6,-78.55
VA,CREWE,KW81,,,37,11N,078,06W,121,X,,,,,,7.0,US,37.18333333333333,-78.1
VA,CULPEPER,KCJR,,,38,32N,077,52W,90,X,,,,,,7.0,US,38.53333333333333,-77.86666666666666
VA,DANVILLE,KDAN,DAN,,36,34N,079,20W,170,X,,T,,A,,6.0,US,36.56666666666667,-79.33333333333333
VA,DUBLIN/NEW RIV,KPSK,PSK,,37,08N,080,40W,629,X,,V,,,,6.0,US,37.13333333333333,-80.66666666666667
VA,EMPORIA,KEMV,,,36,41N,077,29W,35,X,,,,W,,8.0,US,36.68333333333333,-77.48333333333333
VA,FARMVILLE,KFVX,,,37,21N,078,26W,129,X,,,,,,7.0,US,37.35,-78.43333333333334
VA,FENTRESS NAVAL,KNFE,,,36,42N,076,08W,4,X,,,,,,7.0,US,36.7,-76.13333333333334
VA,FORT BELVOIR/DAV,KDAA,DAA,,38,43N,077,10W,17,X,,T,,,,6.0,US,38.71666666666667,-77.16666666666667
VA,FRANKLIN/J B ROS,KFKN,FKN,,36,42N,076,54W,9,X,,,,,,7.0,US,36.7,-76.9
VA,FREDERICKSB/SHAN,KEZF,,,38,16N,077,27W,26,X,,,,,,7.0,US,38.266666666666666,-77.45
VA,FRONT ROYAL,KFRR,FRR,,38,55N,078,15W,213,X,,,,,,7.0,US,38.916666666666664,-78.25
VA,FT EUSTIS/FELKER,KFAF,FAF,,37,08N,076,37W,3,X,,T,,,,6.0,US,37.13333333333333,-76.61666666666666
VA,GORDONSVILLE,KGVE,GVE,,38,09N,078,10W,138,X,,,,,,8.0,US,38.15,-78.16666666666667
VA,HILLSVILLE/GALAX,KHLX,,,36,46N,080,49W,819,X,,,,,,7.0,US,36.766666666666666,-80.81666666666666
VA,HOT SPRINGS/INGA,KHSP,HSP,,37,57N,079,49W,1148,X,,,,,,7.0,US,37.95,-79.81666666666666
VA,JONESVILLE,K0VG,,,36,39N,083,13W,426,X,,,,,,8.0,US,36.65,-83.21666666666667
VA,KENBRIDGE,KW31,,,36,57N,078,11W,159,X,,,,,,8.0,US,36.95,-78.18333333333334
VA,LANGLEY AFB/HAMP,KLFI,LFI,74598,37,05N,076,20W,2,X,,T,,,,6.0,US,37.083333333333336,-76.33333333333333
VA,LAWRENCEVILLE,KLVL,LVL,,36,47N,077,48W,98,X,,,,,,6.0,US,36.78333333333333,-77.8
VA,LEESBURG/GODFREY,KJYO,,,39,04N,077,34W,112,X,,,,,,7.0,US,39.06666666666667,-77.56666666666666
VA,LOUISA,KLKU,LOW,,38,01N,077,58W,146,X,,,,,,7.0,US,38.016666666666666,-77.96666666666667
VA,LURAY,KLUA,,,38,40N,078,30W,273,X,,,,,,7.0,US,38.666666666666664,-78.5
VA,LYNCHBURG,KLYH,LYH,72410,37,19N,079,12W,282,X,,U,,A,,6.0,US,37.31666666666667,-79.2
VA,MANASSAS MUNI,KHEF,MNZ,,38,43N,077,31W,53,X,,,,W,,7.0,US,38.71666666666667,-77.51666666666667
VA,MARION / WYTHEVI,KMKJ,,,36,53N,081,20W,777,X,,,,,,7.0,US,36.88333333333333,-81.33333333333333
VA,MARTINSVILLE,KMTV,,,36,38N,080,01W,276,X,,,,,,7.0,US,36.63333333333333,-80.01666666666667
VA,MELFA/ACCOMACK,KMFV,MFV,,37,38N,075,46W,13,X,,,,,,7.0,US,37.63333333333333,-75.76666666666667
VA,NEW MARKET,K8W2,,,38,39N,078,42W,295,X,,,,,,7.0,US,38.65,-78.7
VA,NEWPORT NEWS,KPHF,PHF,,37,08N,076,30W,12,X,,T,,A,,6.0,US,37.13333333333333,-76.5
VA,NORFOLK/HAMPTON,KPVG,,,36,47N,076,27W,7,X,,,,W,,8.0,US,36.78333333333333,-76.45
VA,NORFOLK,KORF,ORF,72308,36,54N,076,12W,5,X,,U,,A,,3.0,US,36.9,-76.2
VA,NORFOLK NAS/CHAM,KNGU,NGU,,36,56N,076,16W,3,X,,T,,,,6.0,US,36.93333333333333,-76.26666666666667
VA,NORFOLK/WAKEFLD,KAKQ,,,36,59N,077,00W,34,X,X,,,A,F,5.0,US,36.983333333333334,-77.0
VA,OCEANA NAS/SOUCE,KNTU,NTU,,36,49N,076,01W,6,X,,T,,,,6.0,US,36.81666666666667,-76.01666666666667
VA,ORANGE,KOMH,,,38,15N,078,03W,136,X,,,,,,7.0,US,38.25,-78.05
VA,PETERSBURG,KPTB,PTB,,37,10N,077,31W,56,X,,,,W,,7.0,US,37.166666666666664,-77.51666666666667
VA,QUANTICO MCAF,KNYG,NYG,,38,30N,077,18W,2,X,,T,,,,6.0,US,38.5,-77.3
VA,QUINTON,KW96,,,37,30N,077,07W,35,X,,,,,,7.0,US,37.5,-77.11666666666666
VA,RICHLANDS,KJFZ,,,37,04N,081,48W,809,X,,,,W,,7.0,US,37.06666666666667,-81.8
VA,RICHMOND/CHESTER,KFCI,,,37,24N,077,31W,63,X,,,,,,8.0,US,37.4,-77.51666666666667
VA,RICHMOND/HANOVER,KOFP,,,37,42N,077,26W,63,X,,,,A,,7.0,US,37.7,-77.43333333333334
VA,RICHMOND,KRIC,RIC,72401,37,31N,077,19W,51,X,,U,,A,,4.0,US,37.516666666666666,-77.31666666666666
VA,ROANOKE,KROA,ROA,72411,37,19N,079,58W,349,X,,T,,A,,3.0,US,37.31666666666667,-79.96666666666667
VA,SALUDA,KW75,,,37,36N,076,27W,8,X,,,,,,7.0,US,37.6,-76.45
VA,SOUTH BOSTON,KW78,,,36,42N,078,51W,120,X,,,,,,7.0,US,36.7,-78.85
VA,SOUTH HILL/MECKL,KAVC,,,36,41N,078,03W,119,X,,,,,,7.0,US,36.68333333333333,-78.05
VA,STAFFORD REGNL,KRMN,,,38,24N,077,27W,50,X,,,,W,,7.0,US,38.4,-77.45
VA,STAUNTON/SHENAND,KSHD,SHD,,38,16N,078,54W,360,X,,,,,,7.0,US,38.266666666666666,-78.9
VA,SUFFOLK,KSFQ,,,36,41N,076,36W,19,X,,,,,,7.0,US,36.68333333333333,-76.6
VA,TANGIER ISLAND,KTGI,,,37,49N,075,59W,1,X,,,,,,8.0,US,37.81666666666667,-75.98333333333333
VA,TAPPAHANNOCK,KXSA,,,37,52N,076,54W,41,X,,,,W,,8.0,US,37.86666666666667,-76.9
VA,WALLOPS ISLAND,KWAL,WAL,72402,37,56N,075,28W,10,X,,,X,A,,5.0,US,37.93333333333333,-75.46666666666667
VA,WARRENTON,KHWY,,,38,35N,077,43W,93,X,,,,W,,8.0,US,38.583333333333336,-77.71666666666667
VA,WASH DC/DULLES,KIAD,IAD,72403,38,56N,077,27W,90,X,,T,X,A,,0.0,US,38.93333333333333,-77.45
VA,WAYNESBORO,KW13,,,38,05N,078,57W,440,X,,,,,,7.0,US,38.083333333333336,-78.95
VA,WEST POINT,KFYJ,,,37,31N,076,46W,3,X,,,,W,,7.0,US,37.516666666666666,-76.76666666666667
VA,WILLIAMSBURG,KJGG,,,37,14N,076,43W,13,X,,,,W,,7.0,US,37.233333333333334,-76.71666666666667
VA,WINCHESTER RGNL,KOKV,WGO,,39,08N,078,09W,213,X,,,,,,7.0,US,39.13333333333333,-78.15
VA,WISE/LONESOME PI,KLNP,LNP,,36,59N,082,31W,817,X,,,,,,7.0,US,36.983333333333334,-82.51666666666667
VT,BENNINGTON,KDDH,,,42,54N,073,15W,241,X,,,,A,,7.0,US,42.9,-73.25
VT,BURLINGTON,KBTV,BTV,72617,44,28N,073,09W,101,X,,T,,A,F,3.0,US,44.46666666666667,-73.15
VT,HIGHGATE,KFSO,,,44,56N,073,06W,70,X,,,,W,,8.0,US,44.93333333333333,-73.1
VT,LYNDONVILLE,KCDA,LLX,,44,34N,072,01W,357,X,,,,W,,8.0,US,44.56666666666667,-72.01666666666667
VT,MIDDLEBURY,K6B0,,,43,59N,073,06W,149,X,,,,W,,8.0,US,43.983333333333334,-73.1
VT,MONTPELIER/BARRE,KMPV,MPV,,44,12N,072,34W,336,X,,U,,A,,4.0,US,44.2,-72.56666666666666
VT,MORRISVILLE,KMVL,MVL,,44,32N,072,37W,226,X,,,,,,7.0,US,44.53333333333333,-72.61666666666666
VT,NEWPORT STATE,KEFK,EFK,,44,53N,072,14W,282,X,,T,,W,,8.0,US,44.88333333333333,-72.23333333333333
VT,RUTLAND STATE,KRUT,RUT,,43,32N,072,57W,238,X,,T,,W,,7.0,US,43.53333333333333,-72.95
VT,SPRINGFIELD,KVSF,VSF,,43,21N,072,31W,176,X,,,,A,,7.0,US,43.35,-72.51666666666667
VT,ST. JOHNSBURY,K1V4,,72614,44,25N,072,01W,213,X,,,,A,,7.0,US,44.416666666666664,-72.01666666666667
WA,ARLINGTON MUNI,KAWO,,,48,10N,122,10W,38,X,,,,,,7.0,US,48.166666666666664,-122.16666666666667
WA,BELLINGHAM,KBLI,BLI,,48,48N,122,32W,46,X,,T,,A,,6.0,US,48.8,-122.53333333333333
WA,BREMERTON NTNL,KPWT,PWT,,47,30N,122,46W,143,X,,T,,,,7.0,US,47.5,-122.76666666666667
WA,BURLINGTON/MT V,KBVS,MVW,,48,28N,122,25W,31,X,,,,,,7.0,US,48.46666666666667,-122.41666666666667
WA,CHEHALIS CENTRAL,KCLS,CLS,,46,41N,122,59W,52,X,,,,,,8.0,US,46.68333333333333,-122.98333333333333
WA,COLVILLE,K63S,,,48,32N,117,53W,571,X,,,,,,8.0,US,48.53333333333333,-117.88333333333334
WA,COLVILLE MUNICIP,KCQV,,,48,33N,117,53W,573,X,,,,,,7.0,US,48.55,-117.88333333333334
WA,DEER PARK,KDEW,,,47,58N,117,26W,672,X,,,,A,,7.0,US,47.96666666666667,-117.43333333333334
WA,EASTSOUND/ORCAS,KORS,ESD,,48,42N,122,55W,7,X,,,,,,7.0,US,48.7,-122.91666666666667
WA,ELLENSBURG,KELN,ELN,,47,02N,120,32W,532,X,,,,A,,7.0,US,47.03333333333333,-120.53333333333333
WA,EPHRATA,KEPH,EPH,,47,18N,119,31W,382,X,,U,,A,,6.0,US,47.3,-119.51666666666667
WA,EVERETT,KPAE,PAE,,47,55N,122,17W,166,X,,T,,A,,6.0,US,47.916666666666664,-122.28333333333333
WA,FAIRCHILD AFB,KSKA,SKA,,47,37N,117,40W,754,X,,T,,,,6.0,US,47.61666666666667,-117.66666666666667
WA,FORT LEWIS/GRAY,KGRF,GRF,74207,47,04N,122,34W,91,X,,T,,,,6.0,US,47.06666666666667,-122.56666666666666
WA,FRIDAY HARBOR,KFHR,FRD,,48,31N,123,02W,34,X,,,,A,,7.0,US,48.516666666666666,-123.03333333333333
WA,HANFORD,KHMS,,72784,46,34N,119,35W,223,X,,,,,,7.0,US,46.56666666666667,-119.58333333333333
WA,HOQUIAM,KHQM,HQM,,46,58N,123,56W,4,X,,U,,A,,4.0,US,46.96666666666667,-123.93333333333334
WA,KELSO LONGVEIW,KKLS,KLS,,46,07N,122,54W,4,X,,,,,,7.0,US,46.11666666666667,-122.9
WA,METHOW VALLEY,KS52,,,48,25N,120,09W,517,X,,,,,,6.0,US,48.416666666666664,-120.15
WA,MOSES LAKE,KMWH,MWH,,47,12N,119,19W,355,X,,T,,A,,6.0,US,47.2,-119.31666666666666
WA,OAK HARBOR AIRPA,KOKH,ODW,72796,48,15N,122,40W,59,X,,,,,,8.0,US,48.25,-122.66666666666667
WA,OLYMPIA,KOLM,OLM,72792,46,58N,122,54W,58,X,,T,,A,,6.0,US,46.96666666666667,-122.9
WA,OMAK,KOMK,OMK,72789,48,28N,119,31W,395,X,,,,A,,7.0,US,48.46666666666667,-119.51666666666667
WA,PASCO,KPSC,PSC,,46,16N,119,07W,121,X,,T,,A,,6.0,US,46.266666666666666,-119.11666666666666
WA,PORT ANGELES CGA,KNOW,,,48,08N,123,24W,3,X,,,,,,8.0,US,48.13333333333333,-123.4
WA,PORT ANGELES,KCLM,CLM,,48,07N,123,30W,81,X,,T,,A,,6.0,US,48.11666666666667,-123.5
WA,PORT TOWNSEND,K0S9,,,48,03N,122,49W,33,X,,,,,,8.0,US,48.05,-122.81666666666666
WA,PULLMAN/MOSCOW,KPUW,PUW,,46,45N,117,07W,774,X,,T,,A,,7.0,US,46.75,-117.11666666666666
WA,PUYALLUP/THUN,KPLU,,,47,06N,122,17W,164,X,,,,,,8.0,US,47.1,-122.28333333333333
WA,QUILLAYUTE,KUIL,UIL,72797,47,56N,124,33W,58,X,,,X,A,,2.0,US,47.93333333333333,-124.55
WA,RENTON,KRNT,RNT,,47,30N,122,13W,7,X,,,,A,,7.0,US,47.5,-122.21666666666667
WA,RICHLAND,KRLD,RLD,,46,18N,119,18W,118,X,,,,,,7.0,US,46.3,-119.3
WA,SEATTLE/BOEING,KBFI,BFI,,47,33N,122,19W,7,X,,T,,A,,1.0,US,47.55,-122.31666666666666
WA,SEATTLE/METRO,KSEA,SEA,72793,47,27N,122,19W,115,X,,U,,A,,0.0,US,47.45,-122.31666666666666
WA,SHELTON,KSHN,SHN,,47,14N,123,08W,84,X,,,,A,,7.0,US,47.233333333333334,-123.13333333333334
WA,SPOKANE/FELTS,KSFF,SFF,,47,41N,117,19W,593,X,,T,,A,,6.0,US,47.68333333333333,-117.31666666666666
WA,SPOKANE/METRO,KGEG,GEG,72785,47,37N,117,32W,718,X,,U,Z,A,,1.0,US,47.61666666666667,-117.53333333333333
WA,STAMPEDE PASS,KSMP,,,47,17N,121,20W,1206,X,,,,A,,3.0,US,47.28333333333333,-121.33333333333333
WA,SUNNYSIDE,K1S5,,,46,20N,119,58W,228,X,,,,,,8.0,US,46.333333333333336,-119.96666666666667
WA,TACOMA,KTIW,TIW,,47,16N,122,35W,89,X,,,,A,,7.0,US,47.266666666666666,-122.58333333333333
WA,TACOMA/MC CHORD,KTCM,TCM,74206,47,08N,122,28W,87,X,,T,,,,6.0,US,47.13333333333333,-122.46666666666667
WA,TOLEDO WINLOCK M,KTDO,TDO,,46,28N,122,48W,106,X,,,,,,7.0,US,46.46666666666667,-122.8
WA,VANCOUVER,KVUO,,,45,37N,122,39W,7,X,,,,A,,8.0,US,45.61666666666667,-122.65
WA,WALLA WALLA,KALW,ALW,,46,06N,118,17W,355,X,,T,,A,,6.0,US,46.1,-118.28333333333333
WA,WENATCHEE,KEAT,EAT,,47,24N,120,12W,375,X,,T,,A,,6.0,US,47.4,-120.2
WA,WHIDBEY IS. NAS,KNUW,NUW,69023,48,21N,122,39W,14,X,,T,,,,6.0,US,48.35,-122.65
WA,YAGABOND AAF,K1YT,,,46,40N,120,27W,423,X,,,,,,7.0,US,46.666666666666664,-120.45
WA,YAKIMA,KYKM,YKM,72781,46,34N,120,32W,319,X,,U,,A,,3.0,US,46.56666666666667,-120.53333333333333
WA,YAKIMA TRAINING,K1QW,,,46,48N,120,10W,895,X,,,,,,8.0,US,46.8,-120.16666666666667
WI,ANTIGO/LANGLADE,KAIG,,,45,09N,089,07W,462,X,,,,,,7.0,US,45.15,-89.11666666666666
WI,APPLETON/OUTAGAM,KATW,ATW,,44,16N,088,31W,266,X,,T,,,,7.0,US,44.266666666666666,-88.51666666666667
WI,ASHLAND,KASX,ASX,,46,33N,090,55W,249,X,,,,A,,7.0,US,46.55,-90.91666666666667
WI,ASHWAUBENON,KGRB,GRB,72645,44,29N,088,08W,209,X,X,U,X,A,F,3.0,US,44.483333333333334,-88.13333333333334
WI,BLACK RIVER FALL,KBCK,,,44,15N,090,51W,256,X,,,,W,,8.0,US,44.25,-90.85
WI,BOSCOBEL,KOVS,,,43,09N,090,41W,205,X,,,,A,,7.0,US,43.15,-90.68333333333334
WI,BURLINGTON,KBUU,,,42,41N,088,18W,238,X,,,,,,7.0,US,42.68333333333333,-88.3
WI,CHETEK,KY23,,,45,18N,091,38W,322,X,,,,W,,7.0,US,45.3,-91.63333333333334
WI,CLINTONVILLE,KCLI,CLI,,44,37N,088,44W,248,X,,,,,,7.0,US,44.61666666666667,-88.73333333333333
WI,CUMBERLAND,KUBE,,,45,30N,091,59W,376,X,,,,,,7.0,US,45.5,-91.98333333333333
WI,DELLS/BARABOO,KDLL,,,43,31N,089,46W,297,X,,V,,,,6.0,US,43.516666666666666,-89.76666666666667
WI,EAGLE RIVER,KEGV,EGV,,45,56N,089,16W,499,X,,,,,,7.0,US,45.93333333333333,-89.26666666666667
WI,EAST TROY,K57C,,,42,48N,088,22W,454,X,,,,,,7.0,US,42.8,-88.36666666666666
WI,EAU CLAIRE,KEAU,EAU,,44,52N,091,29W,271,X,,U,,A,,4.0,US,44.86666666666667,-91.48333333333333
WI,EPHRAIM,K3D2,,,45,08N,087,11W,233,X,,,,,,8.0,US,45.13333333333333,-87.18333333333334
WI,FOND DU LAC,KFLD,FLD,,43,46N,088,29W,242,X,,,,A,,7.0,US,43.766666666666666,-88.48333333333333
WI,HAYWARD,KHYR,HYR,,46,01N,091,27W,369,X,,T,,A,,6.0,US,46.016666666666666,-91.45
WI,JANESVILLE/ROCK,KJVL,JVL,,42,37N,089,03W,244,X,,T,,,,7.0,US,42.61666666666667,-89.05
WI,JUNEAU,KUNU,UNU,,43,25N,088,42W,281,X,,,,,,7.0,US,43.416666666666664,-88.7
WI,KENOSHA,KENW,ENW,,42,36N,087,56W,222,X,,T,,A,,7.0,US,42.6,-87.93333333333334
WI,LA CROSSE,KLSE,LSE,72643,43,53N,091,15W,198,X,,T,,A,,6.0,US,43.88333333333333,-91.25
WI,LADYSMITH/RUSK,KRCX,,,45,30N,091,00W,373,X,,,,W,,8.0,US,45.5,-91.0
WI,LAND O LAKES,KLNL,,,46,09N,089,13W,517,X,,,,W,,8.0,US,46.15,-89.21666666666667
WI,LA POINTE,K4R5,,,46,47N,090,46W,195,X,,,,,,8.0,US,46.78333333333333,-90.76666666666667
WI,LONE ROCK,KLNR,LNR,,43,13N,090,11W,218,X,,,,A,,7.0,US,43.21666666666667,-90.18333333333334
WI,MADISON,KMSN,MSN,72641,43,08N,089,21W,262,X,,T,,A,,4.0,US,43.13333333333333,-89.35
WI,MANITOWAC MUNI,KMTW,MTW,,44,07N,087,40W,197,X,,T,,,,7.0,US,44.11666666666667,-87.66666666666667
WI,MANITOWISH WATER,KD25,,,46,07N,089,53W,490,X,,,,W,,7.0,US,46.11666666666667,-89.88333333333334
WI,MARSHFIELD,KMFI,MFI,,44,38N,090,11W,383,X,,,,,,7.0,US,44.63333333333333,-90.18333333333334
WI,MAUSTON,K82C,,,43,50N,090,08W,273,X,,,,,,8.0,US,43.833333333333336,-90.13333333333334
WI,MEDFORD,KMDZ,MDF,,45,06N,090,18W,446,X,,,,,,7.0,US,45.1,-90.3
WI,MENOMONIE MUNI,KLUM,,,44,54N,091,52W,271,X,,,,W,,8.0,US,44.9,-91.86666666666666
WI,MERRILL,KRRL,RRL,,45,12N,089,43W,397,X,,,,,,7.0,US,45.2,-89.71666666666667
WI,MIDDLETON,KC29,,,43,07N,089,32W,282,X,,,,,,8.0,US,43.11666666666667,-89.53333333333333
WI,MILWAUKEE,KMKE,MKE,,42,57N,087,54W,203,X,,T,,A,,3.0,US,42.95,-87.9
WI,MILWAUKEE/LAWREN,KMWC,MWC,,43,07N,088,02W,225,X,,,,,,7.0,US,43.11666666666667,-88.03333333333333
WI,MINERAL POINT,KMRJ,,,42,53N,090,14W,350,X,,,,,,7.0,US,42.88333333333333,-90.23333333333333
WI,MINOCQUA/WOODRUF,KARV,ARV,,45,55N,089,43W,494,X,,,,,,7.0,US,45.916666666666664,-89.71666666666667
WI,MONROE,KEFT,,,42,37N,089,36W,332,X,,,,,,7.0,US,42.61666666666667,-89.6
WI,MOSINEE/CENTRAL,KCWA,CWA,,44,47N,089,40W,387,X,,T,,,,6.0,US,44.78333333333333,-89.66666666666667
WI,NEW RICHMOND MUN,KRNH,RNH,,45,09N,092,32W,302,X,,T,,W,,7.0,US,45.15,-92.53333333333333
WI,OCONTO,KOCQ,,,44,52N,087,55W,181,X,,,,,,7.0,US,44.86666666666667,-87.91666666666667
WI,OSCEOLA,KOEO,OEO,,45,19N,092,42W,269,X,,,,,,7.0,US,45.31666666666667,-92.7
WI,OSHKOSH,KOSH,OSH,,43,59N,088,33W,239,X,,T,,A,,6.0,US,43.983333333333334,-88.55
WI,PHILLIPS/PRICE,KPBH,,,45,42N,090,24W,445,X,,,,,,7.0,US,45.7,-90.4
WI,PLATTEVILLE,KPVB,,,42,41N,090,26W,311,X,,,,W,,8.0,US,42.68333333333333,-90.43333333333334
WI,PRAIRIE DU CHIEN,KPDC,PCD,,43,01N,091,07W,201,X,,,,A,,7.0,US,43.016666666666666,-91.11666666666666
WI,RACINE,KRAC,RAC,,42,46N,087,49W,203,X,,,,A,,7.0,US,42.766666666666666,-87.81666666666666
WI,REEDSBURG,KC35,,,43,32N,089,59W,272,X,,,,,,8.0,US,43.53333333333333,-89.98333333333333
WI,RHINELANDER,KRHI,RHI,,45,38N,089,29W,493,X,,U,,A,,6.0,US,45.63333333333333,-89.48333333333333
WI,RICE LAKE,KRPD,RIE,,45,25N,091,46W,334,X,,,,,,7.0,US,45.416666666666664,-91.76666666666667
WI,SHAWANO MUNI,KEZS,,,44,47N,088,34W,247,X,,,,W,,8.0,US,44.78333333333333,-88.56666666666666
WI,SHEBOYGAN,KSBM,SBM,,43,47N,087,51W,225,X,,T,,A,,7.0,US,43.78333333333333,-87.85
WI,SIREN,KRZN,,,45,49N,092,22W,301,X,,,,,,7.0,US,45.81666666666667,-92.36666666666666
WI,SOLON SPRINGS,KOLG,,,46,18N,091,49W,334,X,,,,,,8.0,US,46.3,-91.81666666666666
WI,SPARTA/MCCOY AAF,KCMY,CMY,,43,58N,090,44W,253,X,,,,,,7.0,US,43.96666666666667,-90.73333333333333
WI,STEVENS POINT,KSTE,STE,,44,33N,089,32W,335,X,,,,,,7.0,US,44.55,-89.53333333333333
WI,STURGEON BAY,KSUE,SUE,,44,51N,087,25W,215,X,,,,,,7.0,US,44.85,-87.41666666666667
WI,SUPERIOR,KSUW,SUW,,46,41N,092,06W,205,X,,,,,,7.0,US,46.68333333333333,-92.1
WI,TOMAHAWK REGNL,KTKV,,,45,28N,089,49W,449,X,,,,,,7.0,US,45.46666666666667,-89.81666666666666
WI,VIROQUA MUNI,KY51,,,43,35N,090,54W,390,X,,,,,,8.0,US,43.583333333333336,-90.9
WI,VOLK/CAMP DOUGLA,KVOK,VOK,,43,56N,090,16W,278,X,,T,,,,7.0,US,43.93333333333333,-90.26666666666667
WI,WASHINGTON ISLAN,K2P2,,,45,23N,086,55W,182,X,,,,,,7.0,US,45.38333333333333,-86.91666666666667
WI,WATERTOWN,KRYV,,,43,10N,088,43W,249,X,,,,,,7.0,US,43.166666666666664,-88.71666666666667
WI,WAUKESHA CNTY,KUES,UES,,43,03N,088,15W,273,X,,T,,,,7.0,US,43.05,-88.25
WI,WAUPACA,KPCZ,,,44,20N,089,01W,248,X,,,,W,,8.0,US,44.333333333333336,-89.01666666666667
WI,WAUSAU,KAUW,AUW,,44,56N,089,37W,367,X,,T,,A,,6.0,US,44.93333333333333,-89.61666666666666
WI,WAUTOMA,KY50,,,44,02N,089,18W,261,X,,,,,,8.0,US,44.03333333333333,-89.3
WI,WEST BEND,KETB,ETB,,43,25N,088,08W,269,X,,,,,,7.0,US,43.416666666666664,-88.13333333333334
WI,WISCONSIN RAPIDS,KISW,ISW,,44,22N,089,50W,311,X,,,,A,,7.0,US,44.36666666666667,-89.83333333333333
WV,BECKLEY,KBKW,BKW,72412,37,48N,081,07W,762,X,,U,,A,,6.0,US,37.8,-81.11666666666666
WV,BLUEFIELD,KBLF,BLF,,37,18N,081,12W,871,X,,T,,A,,6.0,US,37.3,-81.2
WV,BUCKHANNON,KW22,,,39,00N,080,16W,497,X,,,,W,,7.0,US,39.0,-80.26666666666667
WV,CHARLESTON,KCRW,CRW,72414,38,23N,081,35W,278,X,,T,,A,,6.0,US,38.38333333333333,-81.58333333333333
WV,CLARKSBURG,KCKB,CKB,,39,18N,080,13W,368,X,,T,,A,,4.0,US,39.3,-80.21666666666667
WV,ELKINS,KEKN,EKN,72417,38,53N,079,51W,596,X,,U,,A,,4.0,US,38.88333333333333,-79.85
WV,HUNTINGTON,KHTS,HTS,72425,38,22N,082,33W,252,X,,T,Z,A,,3.0,US,38.36666666666667,-82.55
WV,LEWISBURG/GREENB,KLWB,LWB,,37,52N,080,24W,702,X,,T,,,,6.0,US,37.86666666666667,-80.4
WV,LOGAN CNTY,K6L4,,,37,51N,081,55W,504,X,,,,,,6.0,US,37.85,-81.91666666666667
WV,MARTINSBURG,KMRB,MRB,,39,24N,077,59W,165,X,,T,,A,,4.0,US,39.4,-77.98333333333333
WV,MORGANTOWN,KMGW,MGW,,39,39N,079,55W,375,X,,T,,A,,3.0,US,39.65,-79.91666666666667
WV,PARKERSBURG,KPKB,PKB,,39,21N,081,26W,245,X,,T,,A,,6.0,US,39.35,-81.43333333333334
