CD,STATION,ICAO,IATA,SYNOP,LATdeg,LATmin,LONdeg,LONmin,ELEV,M,N,V,U,A,C,PRIORITY,COUNTRY CODE,LAT,LON
WV,PETERSBURG,KW99,,,39,00N,079,09W,288,X,,,,,,7.0,US,39.0,-79.15
WV,PINEVILLE,KI16,,,37,36N,081,34W,528,X,,,,W,,8.0,US,37.6,-81.56666666666666
WV,PT PLEASANT,K3I2,,,38,55N,082,06W,195,X,,,,,,7.0,US,38.916666666666664,-82.1
WV,SUTTON/BRAXTON,K48I,,,38,41N,080,39W,397,X,,,,W,,8.0,US,38.68333333333333,-80.65
WV,WHEELING,KHLG,HLG,,40,10N,080,39W,365,X,,T,,A,,6.0,US,40.166666666666664,-80.65
WV,WHITE SULPHUR SP,KSSU,,,37,46N,080,19W,549,X,,,,,,7.0,US,37.766666666666666,-80.31666666666666
WY,20 MILE HILL,KTMH,,,43,07N,106,20W,1743,X,,,,M,,9.0,US,43.11666666666667,-106.33333333333333
WY,AFTON,KAFO,AFO,,42,43N,110,57W,1881,X,,,,W,,8.0,US,42.71666666666667,-110.95
WY,ALPHA,K1AW,,,41,20N,104,16W,1670,X,,,,,,9.0,US,41.333333333333336,-104.26666666666667
WY,ALPINE,K46U,,,43,11N,111,03W,1718,X,,,,,,7.0,US,43.18333333333333,-111.05
WY,ARLINGTON,KARL,,,41,36N,106,13W,2374,X,,,,M,,9.0,US,41.6,-106.21666666666667
WY,BEAVER RIM,KBVR,,,42,35N,108,17W,2072,X,,,,M,,9.0,US,42.583333333333336,-108.28333333333333
WY,BELLE FOURCHE,KBFU,,,43,56N,105,27W,1422,X,,,,M,,9.0,US,43.93333333333333,-105.45
WY,BIG PINEY,KBPI,BPI,72671,42,35N,110,06W,2120,X,,U,,A,,6.0,US,42.583333333333336,-110.1
WY,BITTERCREEK,KBIT,,,41,39N,108,35W,2160,X,,,,M,,9.0,US,41.65,-108.58333333333333
WY,BORDEAUX,KBRX,,,41,57N,104,57W,1524,X,,,,M,,9.0,US,41.95,-104.95
WY,BOYSEN/THERMOPOL,KTBX,,,43,28N,108,14W,2230,X,,,,W,,8.0,US,43.46666666666667,-108.23333333333333
WY,BUFFALO,KBYG,BYG,,44,23N,106,43W,1503,X,,,,A,,7.0,US,44.38333333333333,-106.71666666666667
WY,CASPER,KCPR,CPR,72569,42,54N,106,28W,1623,X,,T,,A,,6.0,US,42.9,-106.46666666666667
WY,CEMETERY SEPARA,KCMS,,,41,32N,109,28W,1949,X,,,,M,,9.0,US,41.53333333333333,-109.46666666666667
WY,CHEYENNE,KCYS,CYS,72564,41,09N,104,48W,1868,X,X,U,,A,F,3.0,US,41.15,-104.8
WY,CHIEF JOSEPH,KCHJ,,,44,45N,109,22W,2512,X,,,,M,,9.0,US,44.75,-109.36666666666666
WY,CODY,KCOD,COD,72670,44,31N,109,01W,1550,X,,T,,,,3.0,US,44.516666666666666,-109.01666666666667
WY,CONTINENTAL DIV,KCTD,,,41,43N,107,47W,2146,X,,,,M,,9.0,US,41.71666666666667,-107.78333333333333
WY,COWLEY,KU68,,,44,55N,108,27W,1244,X,,,,,,7.0,US,44.916666666666664,-108.45
WY,DEAD HORSE,KDHS,,,44,13N,106,06W,1241,X,,,,M,,9.0,US,44.21666666666667,-106.1
WY,DEER CREEK,KDRC,,,42,50N,105,52W,1543,X,,,,M,,9.0,US,42.833333333333336,-105.86666666666666
WY,DIXON,KDWX,,,41,02N,107,30W,1974,X,,,,,,7.0,US,41.03333333333333,-107.5
WY,DOUGLAS,KDGW,DGW,,42,48N,105,23W,1503,X,,,,A,,7.0,US,42.8,-105.38333333333334
WY,DUBOIS MUNI,KDUB,,,43,33N,109,41W,2205,X,,,,,,7.0,US,43.55,-109.68333333333334
WY,ELK MOUNTAIN,KEHY,,,41,44N,106,28W,2239,X,,,,W,,8.0,US,41.733333333333334,-106.46666666666667
WY,EVANSTON,KEVW,EVW,,41,16N,111,02W,2178,X,,T,,A,,7.0,US,41.266666666666666,-111.03333333333333
WY,FIRST DIVIDE,KFIR,,,41,18N,110,46W,2294,X,,,,M,,9.0,US,41.3,-110.76666666666667
WY,FORT BRIDGER,KFBR,FBR,,41,24N,110,24W,2140,X,,,,,,9.0,US,41.4,-110.4
WY,GILLETTE,KGCC,GCC,72665,44,20N,105,33W,1328,X,,T,,A,,6.0,US,44.333333333333336,-105.55
WY,GREYBULL,KGEY,GEY,,44,31N,108,05W,1191,X,,,,A,,7.0,US,44.516666666666666,-108.08333333333333
WY,GUERNSEY,KGUR,,,42,15N,104,43W,1341,X,,T,,,,7.0,US,42.25,-104.71666666666667
WY,GUNBARREL,KGUN,,,41,26N,104,21W,1695,X,,,,M,,9.0,US,41.43333333333333,-104.35
WY,HILAND,KHLD,,,43,06N,107,19W,1846,X,,,,M,,9.0,US,43.1,-107.31666666666666
WY,HULETT MUNI,KW43,,,44,40N,104,34W,1292,X,,,,,,8.0,US,44.666666666666664,-104.56666666666666
WY,I-25 DIVIDE,KIDV,,,43,56N,106,39W,1531,X,,,,M,,9.0,US,43.93333333333333,-106.65
WY,INYAN KARA,KIKA,,,44,18N,104,38W,1319,X,,,,M,,9.0,US,44.3,-104.63333333333334
WY,JACKSON,KJAC,JAC,,43,37N,110,44W,1967,X,,U,,,,6.0,US,43.61666666666667,-110.73333333333333
WY,KEMMERER,KEMM,EMM,,41,49N,110,33W,2219,X,,,,,,9.0,US,41.81666666666667,-110.55
WY,LANDER,KLND,LND,72576,42,49N,108,44W,1700,X,,T,Z,A,,6.0,US,42.81666666666667,-108.73333333333333
WY,LARAMIE,KLAR,LAR,,41,19N,105,40W,2217,X,,U,,A,,6.0,US,41.31666666666667,-105.66666666666667
WY,LAVA MOUNTAIN,KAJL,,,43,40N,110,02W,3161,X,,,,,,9.0,US,43.666666666666664,-110.03333333333333
WY,LUSK,KLSK,LSK,,42,45N,104,24W,1514,X,,,,,,9.0,US,42.75,-104.4
WY,MAMMOTH/YELLOWST,KMMM,,,44,59N,110,42W,1902,X,,,,M,,9.0,US,44.983333333333334,-110.7
WY,MEETEETSE RIM,KMTR,,,44,16N,108,52W,1803,X,,,,M,,9.0,US,44.266666666666666,-108.86666666666666
WY,NEWCASTLE MONDEL,KECS,ECS,,43,53N,104,19W,1273,X,,,,,,8.0,US,43.88333333333333,-104.31666666666666
WY,PATHFINDER HILL,KPAT,,,42,34N,106,51W,1912,X,,,,M,,9.0,US,42.56666666666667,-106.85
WY,PINE BLUFFS MUNI,K82V,,,41,09N,104,08W,1563,X,,,,,,8.0,US,41.15,-104.13333333333334
WY,PINEDALE R WENZ,KPNA,PWY,,42,48N,109,48W,2158,X,,T,,W,,8.0,US,42.8,-109.8
WY,PINEY CREEK,KPIN,,,44,34N,106,49W,1392,X,,,,M,,9.0,US,44.56666666666667,-106.81666666666666
WY,POWELL,KPOY,POY,,44,52N,108,48W,1547,X,,,,,,8.0,US,44.86666666666667,-108.8
WY,PUMPKIN VINE,KPUM,,,41,03N,105,28W,2420,X,,,,M,,9.0,US,41.05,-105.46666666666667
WY,RAWLINS MUNICIPA,KRWL,RWL,,41,48N,107,12W,2066,X,,T,,,,6.0,US,41.8,-107.2
WY,RIM / PINEDALE,KRIM,,,43,06N,110,19W,2294,X,,,,M,,9.0,US,43.1,-110.31666666666666
WY,RIVERTON,KRIW,RIW,,43,04N,108,26W,1662,X,X,T,X,A,F,2.0,US,43.06666666666667,-108.43333333333334
WY,ROCK SPRINGS,KRKS,RKS,,41,36N,109,04W,2062,X,,T,,,,6.0,US,41.6,-109.06666666666666
WY,SAGE / JUNCTION,KSGE,,,41,47N,110,30W,2354,X,,,,M,,9.0,US,41.78333333333333,-110.5
WY,SARATOGA,KSAA,SAA,,41,27N,106,48W,2093,X,,,,,,9.0,US,41.45,-106.8
WY,SHERIDAN,KSHR,SHR,72666,44,46N,106,58W,1212,X,,U,,A,,1.0,US,44.766666666666666,-106.96666666666667
WY,SHUTE CREEK,KSHC,,,41,56N,109,58W,2043,X,,,,M,,9.0,US,41.93333333333333,-109.96666666666667
WY,SIBLEY PEAK,KSIB,,,42,27N,105,02W,1500,X,,,,M,,9.0,US,42.45,-105.03333333333333
WY,SKYLINE,KSKL,,,41,07N,106,34W,2451,X,,,,M,,9.0,US,41.11666666666667,-106.56666666666666
WY,SOUTH PASS,KFWZ,,,42,31N,108,47W,2605,X,,,,,,8.0,US,42.516666666666666,-108.78333333333333
WY,TEN SLEEP,KJPD,,,44,09N,107,10W,2739,X,,,,W,,8.0,US,44.15,-107.16666666666667
WY,THERMOPOLIS,KHSG,,,43,43N,108,23W,1497,X,,,,,,8.0,US,43.71666666666667,-108.38333333333334
WY,TORRINGTON,KTOR,TOR,,42,04N,104,09W,1285,X,,,,A,,7.0,US,42.06666666666667,-104.15
WY,TOWER FALLS,KTOW,,,44,54N,110,23W,1800,X,,,,M,,9.0,US,44.9,-110.38333333333334
WY,VEDAUWOO,KVDW,,,41,09N,105,24W,2542,X,,,,M,,9.0,US,41.15,-105.4
WY,WARREN AIR BASE,KFEW,,,41,08N,104,52W,1877,X,,,,W,,8.0,US,41.13333333333333,-104.86666666666666
WY,WHEATLAND,KEAN,EAN,,42,03N,104,56W,1452,X,,,,,,8.0,US,42.05,-104.93333333333334
WY,WHITAKER,KWTR,,,41,25N,104,52W,1882,X,,,,M,,9.0,US,41.416666666666664,-104.86666666666666
WY,WORLAND,KWRL,WRL,,43,58N,107,57W,1281,X,,T,,A,,6.0,US,43.96666666666667,-107.95
WY,YELLOWSTONE LAKE,KP60,,,44,33N,110,25W,2377,X,,,,A,,7.0,US,44.55,-110.41666666666667
DC,WASHINGTON/NATL,KDCA,DCA,72405,38,51N,077,02W,4,X,,U,,A,,1.0,US,38.85,-77.03333333333333
AB,ABEE AGDM,CXAF,,71285,54,17N,112,58W,667,X,,,,,,8.0,CA,54.28333333333333,-112.96666666666667
AB,ANDREW AGDM,CXAG,,71286,53,55N,112,17W,632,X,,,,,,8.0,CA,53.916666666666664,-112.28333333333333
AB,ATMORE AGDM,CXAJ,,71287,54,47N,112,49W,586,X,,,,,,8.0,CA,54.78333333333333,-112.81666666666666
AB,BANFF (MARS),CWZG,,71122,51,12N,115,33W,1402,X,,,,,,7.0,CA,51.2,-115.55
AB,BARNWELL AGDM,CXBW,,71346,49,48N,112,18W,823,X,,,,,,8.0,CA,49.8,-112.3
AB,BEAVERLODGE,CWBM,,71230,55,12N,119,24W,745,X,,,,,,8.0,CA,55.2,-119.4
AB,BLOOD TRIBE AGDM,CPBT,,71517,49,32N,113,03W,998,X,,,,,,8.0,CA,49.53333333333333,-113.05
AB,BODO AGDM,CXBA,,71214,52,07N,110,06W,696,X,,,,,,8.0,CA,52.11666666666667,-110.1
AB,BOW ISLAND AGDM,CPXL,,71519,49,52N,111,23W,801,X,,,,,,8.0,CA,49.86666666666667,-111.38333333333334
AB,BOW ISLAND,CWXL,,71231,49,44N,111,27W,815,X,,,,,,7.0,CA,49.733333333333334,-111.45
AB,BOW VALLEY,CWXA,,71232,51,04N,115,04W,1303,X,,,,,,7.0,CA,51.06666666666667,-115.06666666666666
AB,BROCKET AGDM,CXBR,,71341,49,37N,113,49W,1137,X,,,,,,8.0,CA,49.61666666666667,-113.81666666666666
AB,BROOKS (AUTOB),CWBO,,71457,50,32N,111,50W,752,X,,,,,,7.0,CA,50.53333333333333,-111.83333333333333
AB,CALGARY INTNL AR,CYYC,YYC,71877,51,07N,114,01W,1085,X,,T,,,,0.0,CA,51.11666666666667,-114.01666666666667
AB,CALGARY/SPRINGBA,CYBW,,,51,06N,114,22W,1197,X,,T,,,,7.0,CA,51.1,-114.36666666666666
AB,CARDSTON (AUT),CWFJ,,71153,49,12N,113,16W,1142,X,,,,,,7.0,CA,49.2,-113.26666666666667
AB,CHAMPION AGDM,CXCP,,71217,50,17N,113,21W,999,X,,,,,,8.0,CA,50.28333333333333,-113.35
AB,CLARESHOLM (AUTO,CWDK,,71234,50,01N,113,37W,1014,X,,,,,,7.0,CA,50.016666666666666,-113.61666666666666
AB,CLEARDALE AGDM,CXCD,,71221,56,19N,119,45W,628,X,,,,,,8.0,CA,56.31666666666667,-119.75
AB,COLD LAKE (CAN,CYOD,YOD,71120,54,24N,110,17W,540,X,,T,Z,,,6.0,CA,54.4,-110.28333333333333
AB,CONSORT AGDM,CXCS,,71223,51,56N,110,43W,771,X,,,,,,8.0,CA,51.93333333333333,-110.71666666666667
AB,CORONATION(AUT),CWCT,,71318,52,04N,111,26W,793,X,,,,,,7.0,CA,52.06666666666667,-111.43333333333334
AB,CROWSNEST,CWRT,,71236,49,37N,114,28W,1311,X,,,,,,7.0,CA,49.61666666666667,-114.46666666666667
AB,DAPP AGDM,CXDP,,71340,54,19N,113,55W,613,X,,,,,,8.0,CA,54.31666666666667,-113.91666666666667
AB,DEL BONITA AGDM,CXDB,,71224,49,03N,112,49W,1311,X,,,,,,8.0,CA,49.05,-112.81666666666666
AB,DRUMHELLER EAST,CWDZ,,71237,51,26N,112,40W,689,X,,,,,,7.0,CA,51.43333333333333,-112.66666666666667
AB,EDMONTON INTL AR,CXEG,,71155,53,18N,113,36W,706,X,,,,,,7.0,CA,53.3,-113.6
AB,EDMONTON INTL AR,CYEG,YEG,71123,53,18N,113,35W,710,X,,T,,,,6.0,CA,53.3,-113.58333333333333
AB,EDMONTON MUNICIP,CYXD,YXD,71879,53,34N,113,31W,667,X,,T,,,,6.0,CA,53.56666666666667,-113.51666666666667
AB,EDMONTON MUNI,CXEC,,71157,53,34N,113,31W,666,X,,,,,,7.0,CA,53.56666666666667,-113.51666666666667
AB,EDMONTON/NAMAO(M,CYED,,71121,53,40N,113,28W,688,X,,T,Z,,,6.0,CA,53.666666666666664,-113.46666666666667
AB,EDMONTON/STONY P,CXPS,,,53,33N,114,06W,766,X,,,,,,8.0,CA,53.55,-114.1
AB,EDMONTON/STONY P,CZED,,71126,53,33N,114,06W,766,X,,,T,,,7.0,CA,53.55,-114.1
AB,EDMONTON/VILLENU,CZVL,,,53,40N,113,51W,685,X,,T,,,,9.0,CA,53.666666666666664,-113.85
AB,EDSON AIRPORT,CYET,YET,71167,53,34N,116,28W,925,X,,,,,,7.0,CA,53.56666666666667,-116.46666666666667
AB,EDSON,CZZJ,,71156,53,35N,116,28W,927,X,,,,,,8.0,CA,53.583333333333336,-116.46666666666667
AB,ENCHANT AGDM,CPEH,,71518,50,11N,112,26W,814,X,,,,,,8.0,CA,50.18333333333333,-112.43333333333334
AB,ESTHER 1,CWGY,,71240,51,40N,110,12W,709,X,,,,,,7.0,CA,51.666666666666664,-110.2
AB,FAIRVIEW AGDM,CXFR,,71347,56,05N,118,26W,657,X,,,,,,8.0,CA,56.083333333333336,-118.43333333333334
AB,FINCASTLE AGDM,CPFI,,71535,49,48N,112,02W,804,X,,,,,,8.0,CA,49.8,-112.03333333333333
AB,FOREMOST AGDM,CXFM,,71225,49,29N,111,29W,884,X,,,,,,8.0,CA,49.483333333333334,-111.48333333333333
AB,FORT CHIPEWYAN A,CYPY,YPY,,58,46N,111,07W,225,X,,T,,,,7.0,CA,58.766666666666666,-111.11666666666666
AB,FORT MCMURRAY AR,CXMM,,71585,56,39N,111,13W,372,X,,,,,,7.0,CA,56.65,-111.21666666666667
AB,FORT MCMURRAY AR,CYMM,YMM,71689,56,39N,111,13W,371,X,,T,,,,6.0,CA,56.65,-111.21666666666667
AB,FORT VERMILLION,CXFV,,,58,23N,116,02W,289,X,,,,,,8.0,CA,58.38333333333333,-116.03333333333333
AB,GRANDE PRAIRIE A,CYQU,YQU,71940,55,11N,118,53W,668,X,,T,,,,6.0,CA,55.18333333333333,-118.88333333333334
AB,HIGH LEVEL AIRPO,CYOJ,YOJ,71066,58,37N,117,10W,339,X,,T,,,,6.0,CA,58.61666666666667,-117.16666666666667
AB,HIGH PRAIRIE AGD,CXHP,,71226,55,24N,116,29W,601,X,,,,,,8.0,CA,55.4,-116.48333333333333
AB,HIGHVALE,CWHA,,71241,53,27N,114,28W,747,X,,,,,,7.0,CA,53.45,-114.46666666666667
AB,HOLDEN AGDM,CXHD,,71227,53,11N,112,15W,688,X,,,,,,8.0,CA,53.18333333333333,-112.25
AB,HUSSAR AGDM,CXHR,,71344,51,11N,112,30W,975,X,,,,,,8.0,CA,51.18333333333333,-112.5
AB,IRON SPRINGS,CPIR,,71528,49,54N,112,44W,895,X,,,,,,8.0,CA,49.9,-112.73333333333333
AB,JASPER WARDEN (A,CWJW,,71486,52,56N,118,02W,1022,X,,,,,,7.0,CA,52.93333333333333,-118.03333333333333
AB,KILLAM AGDM,CXKM,,,52,50N,111,52W,679,X,,,,,,8.0,CA,52.833333333333336,-111.86666666666666
AB,LAC LA BICHE (MA,CWLB,,71316,54,46N,112,01W,561,X,,,,,,7.0,CA,54.766666666666666,-112.01666666666667
AB,LETHBRIDGE DEMO,CPQL,,71509,49,41N,112,45W,903,X,,,,,,8.0,CA,49.68333333333333,-112.75
AB,LETHBRIDGE VOR,CYQL,YQL,71267,49,38N,112,48W,923,X,,U,,,,6.0,CA,49.63333333333333,-112.8
AB,LLOYDMINSTER ARP,CYLL,YLL,71871,53,19N,110,04W,664,X,,T,,,,6.0,CA,53.31666666666667,-110.06666666666666
AB,MANNING AGDM,CXMG,,71229,56,58N,117,27W,467,X,,,,,,8.0,CA,56.96666666666667,-117.45
AB,MASINASIN AGDM,CXMN,,71345,49,07N,111,39W,947,X,,,,,,8.0,CA,49.11666666666667,-111.65
AB,MEDICINE HAT,CXMH,,71026,50,02N,110,43W,717,X,,,,,,8.0,CA,50.03333333333333,-110.71666666666667
AB,MEDICINE HAT,CYXH,YXH,71247,50,01N,110,43W,717,X,,U,,,,6.0,CA,50.016666666666666,-110.71666666666667
AB,MILK RIVER,CWRY,,71244,49,07N,112,03W,1048,X,,,,,,7.0,CA,49.11666666666667,-112.05
AB,MORRIN AGDM,CXMO,,71257,51,40N,112,41W,837,X,,,,,,8.0,CA,51.666666666666664,-112.68333333333334
AB,MUNDARE AGDM,CZMU,,71354,53,34N,112,18W,682,X,,,,,,8.0,CA,53.56666666666667,-112.3
AB,NORDEGG CS,CXND,,,52,28N,116,05W,1362,X,,,,,,8.0,CA,52.46666666666667,-116.08333333333333
AB,OLDS AGDM,CXOL,,71258,51,46N,114,05W,1026,X,,,,,,8.0,CA,51.766666666666666,-114.08333333333333
AB,OLIVER AGDM,CZOL,,71351,53,39N,113,21W,645,X,,,,,,8.0,CA,53.65,-113.35
AB,ONEFOUR (AUTOB),CWOE,,71116,49,07N,110,28W,931,X,,,,,,7.0,CA,49.11666666666667,-110.46666666666667
AB,OYEN AGDM,CXOY,,71342,51,21N,110,21W,784,X,,,,,,8.0,CA,51.35,-110.35
AB,PEACE RIVER AIRP,CYPE,YPE,71068,56,13N,117,27W,572,X,,T,,,,6.0,CA,56.21666666666667,-117.45
AB,PEORIA AGDM,CXPA,,71348,55,37N,118,18W,628,X,,,,,,8.0,CA,55.61666666666667,-118.3
AB,PINCHER CREEK(M,CZPC,WPC,71085,49,31N,114,00W,1187,X,,,,,,7.0,CA,49.516666666666666,-114.0
AB,POLLOCKVILLE AGD,CXPL,,71259,51,08N,111,42W,735,X,,,,,,8.0,CA,51.13333333333333,-111.7
AB,PRAIRIE RIVER,CXPV,,71593,58,27N,111,40W,213,X,,,,,,7.0,CA,58.45,-111.66666666666667
AB,PRENTISS,CZPS,,71353,52,26N,113,36W,953,X,,,,,,8.0,CA,52.43333333333333,-113.6
AB,PRIMROSE LAKE 2,CWOU,,71127,54,46N,110,04W,606,X,,,,,,7.0,CA,54.766666666666666,-110.06666666666666
AB,PRIMROSE LAKE,CWIQ,,71124,54,45N,110,02W,702,X,,,M,,,7.0,CA,54.75,-110.03333333333333
AB,RAYMOND AGDM,CPRY,,71536,49,29N,112,41W,947,X,,,,,,8.0,CA,49.483333333333334,-112.68333333333334
AB,RED DEER AIRPORT,CYQF,YQF,71878,52,10N,113,54W,912,X,,T,,,,6.0,CA,52.166666666666664,-113.9
AB,RICH LAKE AGDM,CXRL,,71349,54,30N,111,42W,585,X,,,,,,8.0,CA,54.5,-111.7
AB,ROCKY HOUSE (MAR,CWRM,,71928,52,25N,114,55W,986,X,,,,,,7.0,CA,52.416666666666664,-114.91666666666667
AB,ROSEMARY AGDM,CPRO,,71537,50,50N,112,03W,733,X,,,,,,8.0,CA,50.833333333333336,-112.05
AB,SCHULER AGDM,CXSC,,71269,50,18N,110,05W,809,X,,,,,,8.0,CA,50.3,-110.08333333333333
AB,SEVEN PERSONS,CPSV,,71525,49,55N,110,55W,766,X,,,,,,8.0,CA,49.916666666666664,-110.91666666666667
AB,SLAVE LAKE AIRPO,CYZH,YZH,,55,17N,114,46W,583,X,,T,,,,6.0,CA,55.28333333333333,-114.76666666666667
AB,SMOKY LAKE AGDM,CXSL,,71274,54,17N,112,30W,680,X,,,,,,8.0,CA,54.28333333333333,-112.5
AB,SPIRIT RIVER,CXSR,,71571,55,42N,119,14W,1008,X,,,,,,7.0,CA,55.7,-119.23333333333333
AB,STETTLER AGDM,CXAK,,71289,52,21N,112,36W,799,X,,,,,,8.0,CA,52.35,-112.6
AB,ST PAUL AGDM,CXSP,,71275,54,01N,111,16W,652,X,,,,,,8.0,CA,54.016666666666666,-111.26666666666667
AB,STRATHMORE AGDM,CPST,,71526,51,02N,113,17W,1005,X,,,,,,8.0,CA,51.03333333333333,-113.28333333333333
AB,SUFFIELD AIRPORT,CYSD,,71128,50,16N,111,11W,767,X,,,,,,7.0,CA,50.266666666666666,-111.18333333333334
AB,SUNDRE,CWAV,,71248,51,46N,114,40W,1115,X,,,,,,7.0,CA,51.766666666666666,-114.66666666666667
AB,THREE HILLS,CWHI,,71249,51,42N,113,13W,906,X,,,,,,7.0,CA,51.7,-113.21666666666667
AB,TURTLE MTN CS,CWQA,,71250,49,35N,114,25W,2164,X,,,,,,8.0,CA,49.583333333333336,-114.41666666666667
AB,TWO HILLS AGDM,CXTH,,71276,53,38N,111,41W,679,X,,,,,,8.0,CA,53.63333333333333,-111.68333333333334
AB,VALLEYVIEW AGDM,CXVW,,71277,55,06N,117,12W,696,X,,,,,,8.0,CA,55.1,-117.2
AB,VEGREVILLE (AUTO,CWVI,,71458,53,31N,112,06W,640,X,,,,,,7.0,CA,53.516666666666666,-112.1
AB,VERMILION AGDM,CXVM,,71278,53,21N,110,53W,622,X,,,,,,8.0,CA,53.35,-110.88333333333334
AB,WATERTON PARK GA,CWGM,,71154,49,08N,113,48W,1292,X,,,,,,7.0,CA,49.13333333333333,-113.8
AB,WHITECOURT AIRPO,CXZU,,71256,54,09N,115,47W,785,X,,,,,,7.0,CA,54.15,-115.78333333333333
AB,WHITECOURT AIRPO,CYZU,YZU,71930,54,09N,115,47W,785,X,,T,,,,7.0,CA,54.15,-115.78333333333333
AB,WRENTHAN AGDM,CXWM,,71343,49,30N,112,07W,947,X,,,,,,8.0,CA,49.5,-112.11666666666666
AB,YOHO PARK (AUTOB,CWYL,,71786,51,27N,116,20W,1602,X,,,,,,7.0,CA,51.45,-116.33333333333333
BC,ABBOTSFORD AIRPO,CYXX,YXX,,49,02N,122,23W,54,X,,T,,,,6.0,CA,49.03333333333333,-122.38333333333334
BC,ADDENBROKE ISL (,CWCZ,,,51,36N,127,52W,21,X,,,,,,7.0,CA,51.6,-127.86666666666666
BC,AGASSIZ (AUTO),CWZA,,71113,49,15N,121,46W,18,X,,,,,,7.0,CA,49.25,-121.76666666666667
BC,AMPHITRITE POINT,CWAN,,71112,48,55N,125,32W,27,X,,,,,,7.0,CA,48.916666666666664,-125.53333333333333
BC,BALLENAS IL AUTO,CWGB,,71769,49,21N,124,08W,6,X,,,,,,7.0,CA,49.35,-124.13333333333334
BC,BELLA BELLA,CBBC,ZEL,71582,52,11N,128,09W,36,X,,T,,,,6.0,CA,52.18333333333333,-128.15
BC,BELLA COOLA ARPT,CYBD,QBC,,52,23N,126,35W,40,X,,,,,,7.0,CA,52.38333333333333,-126.58333333333333
BC,BIG CREEK(AUTO),CWBG,,,51,15N,123,04W,1670,X,,,,,,7.0,CA,51.25,-123.06666666666666
BC,BLEIBLER RANCH,CYIN,,,51,16N,121,41W,1127,X,,,,,,7.0,CA,51.266666666666666,-121.68333333333334
BC,BLUE RIVER (MAN),CYCP,,,52,08N,119,17W,677,X,,,,,,7.0,CA,52.13333333333333,-119.28333333333333
BC,BLUE RIVER (MARS,CWSV,,,52,06N,119,17W,683,X,,,,,,7.0,CA,52.1,-119.28333333333333
BC,BOAT BLUFF (LGT,CWZM,,,52,39N,128,31W,15,X,,,,,,7.0,CA,52.65,-128.51666666666668
BC,BONILLA ISLAND (,CWVB,,,53,30N,130,38W,16,X,,,,,,7.0,CA,53.5,-130.63333333333333
BC,BONILLA ISL (MAP,CWWL,,71484,53,30N,130,38W,8,X,,,,,,7.0,CA,53.5,-130.63333333333333
BC,BURNS LAKE,CWPZ,,,54,23N,125,58W,715,X,,,,,,7.0,CA,54.38333333333333,-125.96666666666667
BC,CAMPBELL RIVER A,CYBL,YBL,,49,57N,125,16W,94,X,,T,,,,6.0,CA,49.95,-125.26666666666667
BC,CAPE MUDGE (LGT,CWAD,,,50,00N,125,12W,4,X,,,,,,7.0,CA,50.0,-125.2
BC,CAPE SCOTT (LGT,CWES,,71111,50,46N,128,25W,72,X,,,,,,7.0,CA,50.766666666666666,-128.41666666666666
BC,CAPE ST JAMES,CWZV,,,51,56N,131,01W,83,X,,,,,,7.0,CA,51.93333333333333,-131.01666666666668
BC,CASTLEGAR AIRPOR,CYCG,YCG,,49,17N,117,38W,487,X,,T,,,,6.0,CA,49.28333333333333,-117.63333333333334
BC,CATHEDRAL PT(MAP,CWME,,71482,52,11N,127,28W,23,X,,,,,,7.0,CA,52.18333333333333,-127.46666666666667
BC,CHATHAM POINT (L,CWFM,,,50,20N,125,27W,23,X,,,,,,7.0,CA,50.333333333333336,-125.45
BC,CHETWYND AIRPORT,CYCQ,YCQ,,55,42N,121,37W,614,X,,,,,,7.0,CA,55.7,-121.61666666666666
BC,CLINTON (MARS),CWCL,,71474,51,08N,121,30W,1059,X,,,,,,7.0,CA,51.13333333333333,-121.5
BC,COMOX (CAN MIL),CYQQ,YQQ,,49,43N,124,54W,24,X,,T,,,,6.0,CA,49.71666666666667,-124.9
BC,CRANBROOK,CYXC,YXC,71880,49,36N,115,47W,928,X,,U,,,,6.0,CA,49.6,-115.78333333333333
BC,CRESTON (AUTOB),CWJR,,71770,49,02N,116,30W,642,X,,,,,,7.0,CA,49.03333333333333,-116.5
BC,CUMSHEWA ISL (MA,CWZL,,71771,53,02N,131,36W,17,X,,,,,,7.0,CA,53.03333333333333,-131.6
BC,DAWSON CREEK ARP,CYDQ,YDQ,71471,55,45N,120,11W,658,X,,T,,,,7.0,CA,55.75,-120.18333333333334
BC,DEASE LAKE CS,CWKX,,71222,58,26N,130,01W,807,X,,,,,,7.0,CA,58.43333333333333,-130.01666666666668
BC,DEASE LAKE,CWDL,,71958,58,26N,130,01W,816,X,,,,,,7.0,CA,58.43333333333333,-130.01666666666668
BC,DEASE LAKE,CYDL,YDL,,58,25N,130,01W,804,X,,T,,,,6.0,CA,58.416666666666664,-130.01666666666668
BC,DISCOVERY ISLAND,CWDR,,71031,48,25N,123,14W,17,X,,,,,,7.0,CA,48.416666666666664,-123.23333333333333
BC,DRYAD POINT (LGT,CWAU,,,52,11N,128,07W,4,X,,,,,,7.0,CA,52.18333333333333,-128.11666666666667
BC,EGG ISLAND,CWEM,,,51,15N,127,50W,14,X,,,,,,7.0,CA,51.25,-127.83333333333333
BC,ENTRANCE IL AUTO,CWEL,,71772,49,13N,123,48W,0,X,,,,,,7.0,CA,49.21666666666667,-123.8
